path,human,ground,auto,prosodic,ground_wer,ground_cer,auto_wer,auto_cer,prosodic_wer,prosodic_cer,prossegue,prossegue_wer,prossegue_cer
SP_DID_234_seg_931.75_932.45.wav,eu achei,eu achei,eu achei,eu achei,0.0,0.0,0.0,0.0,0.0,0.0,ela sim,1.0,0.75
SP_DID_234_seg_1015.64_1020.00.wav,não não tem não não não eu acho que vou ao cinema dormiria,não não tem não não eu acho que vou ao cinema dormiria,não não tem não não acho que vou assim na família,não não tem não eu acho que você não dorme,0.0769,0.069,0.3846,0.3103,0.4615,0.3621,não não tem não não me falava de bolsa e nador não iria,0.6153846153846154,0.43103448275862066
SP_DID_234_seg_1537.94_1540.73.wav,o pessoal acha caro o teatro e de fato né,o pessoal acha caro o teatro de fato né,o pessoal acha caro o teatro e o teatro tudo,o pessoal acha caro o teatro e de fato né,0.1,0.0488,0.3,0.2195,0.0,0.0,o pessoal lá sapar o pe é que eu ainda é sábado né?,0.9,0.6097560975609756
SP_DID_234_seg_352.16_356.48.wav,foi uma uma das peças que mais achei que o público aplaudiu foram as duas,foi uma uma das peças que eu mais achei que o público aplaudiu foram as duas,foi uma das peças que mais achei que se consertava pelo rola com a,foi uma uma das peças que mais achei que que eu queria para ela veio lá nos duas,0.0667,0.0411,0.4667,0.411,0.5333,0.3562,foi uma das peças finais assim e do meu pai o sonho ou,0.7333333333333333,0.5205479452054794
SP_DID_234_seg_1887.93_1890.41.wav,eu tenho impressão que o cinema está perdendo muito,eu tenho a impressão que o cinema está perdendo muito,eu tenho a impressão que o cinema está perdendo muito,eu tenho a impressão que o cinema está se tornando muito,0.1111,0.0392,0.1111,0.0392,0.3333,0.1569,eu tenho a impressão que o cine não está perdendo muito,0.3333333333333333,0.11764705882352941
SP_DID_234_seg_1638.03_1640.95.wav,mas ainda eu acho que é uma pequena é uma parte menor,mas ainda eu acho que é uma pequena é uma parte menor,mas ainda eu acho que eu não vi,mas ainda eu acho que é uma pequena a parte menor,0.0,0.0,0.5833,0.5094,0.1667,0.0755,mas ainda eu acho que é uma vê-pê é uma parte de novo,0.25,0.20754716981132076
SP_DID_234_seg_658.83_659.24.wav,é ou não é,é o,é horror,é um não é,0.75,0.7,0.75,0.7,0.25,0.2,é homem lá pausa pausa,1.0,1.7
SP_DID_234_seg_254.20_258.75.wav,a última peça foi com aquelas aquela mu aquela artista famosa como é o nome dela,a última peça foi com aquela aquela artista famosa o nome dela,a última peça fui com aquelas atela no artista famosa o ano inglês,a última peça fui com aquelas aquelas artista famosas,0.25,0.225,0.5,0.325,0.625,0.375,a última peça foi com a perna as a pelas rádio rosa rosa,0.6875,0.5125
SP_DID_234_seg_943.04_945.22.wav,ter gostado né[((risos)),tenho gostado né,teve um ri,teruí viu,0.6667,0.5417,1.0,0.7917,1.0,0.7917,ter gostado ou se tiver,0.75,0.45
SP_DID_234_seg_2082.76_2093.04.wav,eh as novelas que eu acho que é um público enorme que assiste e gosta e vou falar em novela tem o dia inteiro a noite a noite toda,eh as novelas que eu acho que é um público enorme que assiste e gosta e vou falar em novela tenho o dia inteiro a noite a noite toda,e as novelas que eu acho que é um pouco problema nesse,e as novelas que eu acho que é um público enorme que assisti e postar vou falar,0.0345,0.0231,0.7241,0.6231,0.5172,0.4154,e as novelas que eles gostam que cantam brincou em homens e assistissem de,0.8275862068965517,0.6461538461538462
SP_DID_234_seg_158.48_163.25.wav,também não lembro o nome da peça mas me parece que era um grito num,também não lembro o nome da peça mas me parece que era um grito,também não lembro o nome da peça onde eu fiz mais dinheiro para um vídeo,também não lembro o nome e dá até essa nada,0.0667,0.0597,0.5333,0.4627,0.6667,0.5075,também não lembro o nome da peça nós nós já vestíamos de umbigo,0.5333333333333333,0.40298507462686567
SP_DID_234_seg_1952.99_1954.55.wav,então não era divertimento aquilo,então não era divertimento aquilo,então não era divertimento aquilo,então um era divertimento àquilo,0.0,0.0,0.0,0.0,0.4,0.1212,então não era divertimento aquilo,0.0,0.0
SP_DID_234_seg_1590.93_1595.55.wav,não é o às vezes passam peças que o o o público não se interessa por teatro,não é às vezes passam peças que o o o público não se interessa para o teatro,não eu acho as estação dessas que eu encontro e eu,mas eu às vezes passam peças que eu o publicinho de diretor,0.1765,0.08,0.8824,0.6667,0.6471,0.4,mas vezes são peças-se uco brinco brinco um ronzinho assim sabe o perca,0.9411764705882353,0.68
SP_DID_234_seg_452.46_456.07.wav,prefiro do que do que drama,prefiro do que do que drama,prefiro do que dor que drama,prefiro do que duque dramar,0.0,0.0,0.1667,0.037,0.5,0.1111,prefiro do que do que ir para lá,0.5,0.25925925925925924
SP_DID_234_seg_998.58_1002.44.wav,porque por exemplo nós temos tido filmes bons não é,porque por exemplo nós temos tido filmes bons né,porque por exemplo nós nos,porque por exemplo nós sim de do filme juntos,0.2,0.0588,0.6,0.5098,0.6,0.3137,porque por exemplo nós que o mostre do filmes no zo,0.7,0.3137254901960784
SP_DID_234_seg_883.62_887.22.wav,e não tive assim apresentação em teatros nem nada,e não tive assim apresentação em teatros nem nada,e não tive assim apresentação em teatros nem nada,eu não tive assim apresentação em teatros nem em nada,0.0,0.0,0.0,0.0,0.2222,0.0816,e não tive assim a apresentação em cartas vivas,0.4444444444444444,0.2857142857142857
SP_DID_234_seg_1125.04_1131.93.wav,bom eu acho que para mulher o que mais chama atenção são as cenas lindas os os locais que que passam e mais a roupa né,bom eu acho que para mulher o que mais chama a atenção são as cenas lindas os os locais que que passam e mais a roupa né,bom eu acho que para a mulher o que mais chama a atenção são as cenas meninas uns voltas se precisam de saúde,bom eu acho que estava olhava eu tinha que ir para a janela,0.0385,0.0169,0.5385,0.322,0.7692,0.6441,bom eu acho que para a mulher o que mais para a atenção são as venhas as luzes quase eu vou fazer,0.6153846153846154,0.3813559322033898
SP_DID_234_seg_92.47_93.95.wav,caiu o ministério eu gostei bastante,caiu o ministério gostei bastante,tá é o ministério eu gostei bastante,caio o homem mistério eu uso ele bastante,0.1667,0.0833,0.3333,0.1111,0.8333,0.3611,tai algum ministério eu gostei bastante,0.3333333333333333,0.19444444444444445
SP_DID_234_seg_2121.79_2123.22.wav,principalmente nos fins de semana,principalmente nos fins de semana,principalmente nos fins de semana,principalmente nos fins de semana,0.0,0.0,0.0,0.0,0.0,0.0,principalmente nos fins desse,0.4,0.15151515151515152
SP_DID_234_seg_1188.96_1191.06.wav,porque eu vou s realmente se eu sei que o filme é bom viu,eu realmente o senhor sei que o filme é bom viu,porque eu vou realmente,porque eu vou realmente se,0.3571,0.3333,0.7143,0.5965,0.6429,0.5439,porque eu vou realmente se se o senhor me envolviu,0.5714285714285714,0.3508771929824561
SP_DID_234_seg_1325.38_1326.62.wav,eu acho que influi bastante,eu acho que inclui bastante,eu acho que influi bastante,eu acho que influi bastante,0.2,0.037,0.0,0.0,0.0,0.0,e eu acho que influi bastante,0.2,0.07407407407407407
SP_DID_234_seg_1461.69_1463.56.wav,nossa a criançada adorou aquele filme,nossa a criançada adorou aquele filme,nossa a criançada adorou a telefilme,nossa a criançada adorou aquele filme,0.0,0.0,0.3333,0.0811,0.0,0.0,nossa apria um sábado agora vem filme,0.8333333333333334,0.4864864864864865
SP_DID_234_seg_1930.09_1932.95.wav,entra toda hora entra gente,entra toda hora entra a gente,entra toda a rora entra a gente,entra toda hora entra a gente,0.2,0.0741,0.6,0.1852,0.2,0.0741,e para toda hora entra a gente,0.6,0.18518518518518517
SP_DID_234_seg_73.00_84.49.wav,eu acho que uma a última peça que eu assisti foi da foi lá defronte o sesc no teatro do sesc foi a da olha não lembro qual foi a peça agora,eu acho que uma última peça que eu assisti foi da foi lá de fronte o sesc no teatro do sesc foi a da olha eu não lembro qual foi a peça agora,eu acho que uma tinha uma peça que o senhor disse o que eu tenho a vergonha de um o irmão,e eu acho que uma última peça vira um rindo assim que eu já fui assim na sua história do,0.125,0.0432,0.75,0.5971,0.8125,0.6187,e eu acho que a última peça que eu assisti hoje nas ruas que eu assisti hoje na sua coisa que eu disse,0.75,0.5467625899280576
SP_DID_234_seg_127.56_129.93.wav,eu tenho assistido várias peças que eu tenho gostado mas,eu tenho assistido várias peças que eu tenho gostado mas,eu tenho várias espécies de e as,eu tenho raras assim,0.0,0.0,0.7,0.5536,0.8,0.6964,eu tenho assistido várias peças que eu tenho mostrado mais,0.2,0.05357142857142857
SP_DID_234_seg_1229.01_1235.78.wav,eles tomavam entorpecente e as cenas ah ah uma das cenas me chocou tremendamente eu eu saí de lá do cinema o a arrasada,eles tomavam um entorpecente e as cenas ah uma das cenas me chocou tremendamente eu saí de lá do cinema arrasada,eles tomavam ali as cenas da alo das cenas lixerucu um,eles tomavam uma mulher assim eu levava a aula assim,0.2083,0.1092,0.75,0.6555,0.8333,0.7143,eles tomavam em tor que sentia as cenas a onda das cenas desodou e não podiam dar eles ser um dinheiro lá,0.8333333333333334,0.5126050420168067
SP_DID_234_seg_1868.61_1877.70.wav,os cinemas que nós temos em são paulo não tenho mais ido quase a cinema mas eu acho que eram uns cinemas assim bem bem construídos,os cinemas que nós temos em são paulo eu não tenho mais ido quase cinema mas eu acho que eram um cinemas assim bem construídos,possava vir senhor de jambu na palma não tenho mais isso lá assim lá senhor a senhora,posto não com o cabelo vias e assim não tinha mais de,0.1538,0.0846,0.8846,0.6692,0.9231,0.7462,com cinemas que nós temos isso um tal um pouquinho mais vindo para as vias que nós fizemos isso eu nem vivi o seguinte,0.8076923076923077,0.5307692307692308
SP_DID_234_seg_1302.30_1303.20.wav,o filme é bom,o filme é branco,o filme é bom,o filme é bom,0.25,0.3846,0.0,0.0,0.0,0.0,o filme é do,0.25,0.15384615384615385
SP_DID_234_seg_616.53_643.58.wav,agora a televisão eu estou fazendo assim um uma uma comparação porque a televisão eu tenho ido estes últimos tempos eu tenho ido nesses programas de televisão então eu tenho achado que o trabalho que eles fazem na no no no palco para gravar o o teipe para televisão eu acho o público vai lá mas v percebe que não é uma coisa perfeita que vai aparecer vão ter cortes ou modificar,agora a televisão eu estou fazendo assim uma uma comparação porque a televisão eu tenho ido nesses últimos tempos eu tenho ido nesses programas de televisão eu tenho achado que o trabalho que eles fazem na no no palco para gravar o tape para a televisão eu acho o público vai lá mas percebe que não é uma coisa perfeita que vai aparecer vão ter cortes vão modificar,agora a televisão que eu estou fazendo assim os pôr os televisores,agora a televisão e fala assim lá vinha um todo o nome do senhor vinha de um senhor e os senhores se lembrados,0.125,0.0661,0.9167,0.8439,0.9306,0.7751,agora a televisão eles costumam assim ah não é só o que eles dizem que é de ser um de rindo o álbum na casa que eleira de vez eu não mais um de uma as vezes que eu não vou desce depois de um monte de gênero,0.875,0.6746031746031746
SP_DID_234_seg_447.06_451.98.wav,porque é comédia justamente eu não te falei eu gosto mais de comédia eu gosto de de coisa mais alegre sei lá,porque comédia justamente eu não te falei eu gosto mais de comédia eu gosto de de coisa mais alegre sei lá,porque é comédia justamente e computaríamos nós vamos vermos,porque é comédia justamente,0.0455,0.0185,0.8182,0.5741,0.8182,0.75,porque a tomé de ar justamente eu pensava eu costumo assim,0.8636363636363636,0.6111111111111112
SP_DID_234_seg_262.98_264.68.wav,eu não lembro o nome dela agora,eu não lembro o nome dela agora,e eu não lembro o nome dela adora,e eu não lembro o nome dela agora,0.0,0.0,0.2857,0.0968,0.1429,0.0645,e eu não lembro o nome dela agora,0.14285714285714285,0.06451612903225806
SP_DID_234_seg_1689.31_1693.45.wav,você vê comentado os programas de domingo em todos os locais,você vê comentado os programas de domingo em todos os locais,se vê-lo vi os programas de domingo em todos os hotais,sever não me acostuma a ver assim um rosto,0.0,0.0,0.3636,0.25,1.0,0.7333,se é documentado os problemas domingos em todos os culpais,0.6363636363636364,0.31666666666666665
SP_DID_234_seg_304.47_305.35.wav,e comentam comigo,e comentam comigo,e não tinha comigo,e e,0.0,0.0,0.6667,0.4118,0.6667,0.8235,e como é então comigo,1.0,0.35294117647058826
SP_DID_234_seg_1221.63_1222.49.wav,a molecada adorou,minha molecada adorou,a monicada adorou,a molecada adorou,0.3333,0.2353,0.3333,0.1176,0.0,0.0,a moretada adorou,0.3333333333333333,0.11764705882352941
SP_DID_234_seg_1103.09_1104.46.wav,que mais você perguntou sobre,que mais você perguntou sobre ele,que mais você perguntou sobre,que mais você perguntou sobre,0.2,0.1379,0.0,0.0,0.0,0.0,tinha ó se tinha um bom para os outros.,1.8,1.0344827586206897
SP_DID_234_seg_1541.45_1551.95.wav,de vez em quando que aparece aí teatro ah a prefeitura faz ah peças e e quando passam eles fazem a preços populares mas eu acho que é caro o teatro,de vez em quando que aparece aí teatro ah a pintura faz a peças e quando passam eles fazem a preços populares mas eu acho que é caro o teatro,ter vez em quando que aparece aí a roda vi tudo lá só um velho assim lá os ramos os novos suficiá,de vez em quando que aparece a,0.0968,0.0544,0.7742,0.5782,0.7742,0.7959,de vez em quando que aparecem aí vira para a,0.7741935483870968,0.7210884353741497
SP_DID_234_seg_878.16_882.79.wav,quer dizer eu tive pouco pouco tempo eu estudei acho que uns três anos ballet três ou quatro,quer dizer eu tive pouco pouco tempo eu estudei acho que uns três anos para ler três ou quatro,quer dizer eu tive pouco um pouco,quer dizer eu tive pouco com o meu irmão,0.1111,0.0543,0.7222,0.6522,0.7222,0.6087,quer dizer ele eu tive pouco pouco pouco pânio isso que eu disse que assim,0.6666666666666666,0.532608695652174
SP_DID_234_seg_457.19_460.44.wav,não drama já basta a vida,não drama já abasta a vida,não dá mas já dá esta vida,não já basta a vida,0.1667,0.04,0.6667,0.36,0.1667,0.24,não dramar já dá a sua vida,0.5,0.28
SP_DID_234_seg_1265.77_1266.86.wav,outro filme,outro filme,o outro filme,outro filme,0.0,0.0,0.5,0.1818,0.0,0.0,ou outro filme que,1.0,0.6363636363636364
SP_DID_234_seg_751.35_754.66.wav,eu tenho a impressão que é é mais um grupo que se reúne para fazer,eu tinha a impressão que é mais um grupo que se reúne para fazer,eu tenho a impressão que é mais um grupo que serve para fazer,eu tenho a impressão que é mais umbro do que sim,0.1333,0.0606,0.2,0.0909,0.4667,0.3788,eu tenho a impressão que é mais um bruto que se reúne para fazer,0.13333333333333333,0.06060606060606061
SP_DID_234_seg_1238.92_1240.34.wav,eu não lembro o nome do filme,eu não lembro o nome do filme,eu não lembro o nome do filme,e eu não lembro o nome do filme,0.0,0.0,0.0,0.0,0.1429,0.069,eu não lembro o nome do filme,0.0,0.0
SP_DID_234_seg_1891.28_1904.57.wav,porque você vai ao cinema você não vê aquela limpeza que antigamente existia um cin uns cinemas ótimos eu sei lá em são paulo parece que e e e está perdendo o cinema nessa parte eu acho que está não está evoluindo,porque você vai ao cinema você não vê aquela limpeza que antigamente existiam cin cinemas ótimos eu sei lá em são paulo parece que e está perdendo o cinema nessa parte eu acho que está não está evoluindo,porque você vai ao cinema do que não vem o que ele vem e diz o filme,porque você vai aos cemenas tinha um rindo e a vinha vindo em rastas de,0.119,0.0469,0.7857,0.7324,0.881,0.7371,porque se vai ao cinema assim um tipo a gente tem pedra vira virar aqui,0.8809523809523809,0.7370892018779343
SP_DID_234_seg_869.89_876.82.wav,principalmente no no corpo de baile né de que o o pessoal todo tem que se exercitar e mudar muito de roupa,principalmente no no no corpo de baile né de que o pessoal todo tem que se exercitar e mudar muito de roupa,principalmente o cor de hera e aí ele pensa só no congulm e se,principalmente no no corpo de baile,0.0909,0.0472,0.8636,0.5943,0.7273,0.6698,principalmente no porto um detalhe e o pessoal não tem que você se para o barulho para,0.7272727272727273,0.44339622641509435
SP_DID_234_seg_2030.91_2051.42.wav,e e o público se parece que que que aceita bem os jornais porque são notícias que são at atuais ah quer dizer eu acho que geralmente antes do filme o pessoal fica eu acho que o pessoal aceita bem os jornais que aparecem,e e o público parece que que aceita bem os jornais porque são notícias que são atuais quer dizer eu acho que geralmente antes do filme o pessoal fica eu acho que o pessoal fica eu acho que o pessoal aceita bem os jornais que aparecem,e é o que você parece que que assim também de ver uma as vias assim as suas a viagem assim,que o público se é assim ele que,0.2273,0.1826,0.8864,0.7215,0.9091,0.8676,e eu tomei com você parece que que queria ser para nenhum os ovos rastros assim,0.8863636363636364,0.7579908675799086
SP_DID_234_seg_1187.18_1188.64.wav,por isso é que eu deixo de ir ao cinema,por isso que eu deixo de ir ao cinema,porque só é que eu vejo de ir ao cinema,porque só é que eu deixo de ir ao cinema,0.1,0.0513,0.3,0.2051,0.2,0.1282,por isso é que eu desfazumei ao cinema,0.3,0.20512820512820512
SP_DID_234_seg_1585.70_1589.91.wav,não sei não sei eu acho que o o teatro não não é tão assim divulgado né,eu sei não sei acho que o o teatro não é tão assim divulgado né,não sei não sei eu acho que sou pé a pau não me tão assim divulgava,não sei não sei eu acho que o teatro,0.1765,0.1408,0.4118,0.2676,0.4706,0.493,não assim eu acho que ombro é tal o rindo assim vizinho para lá,0.7647058823529411,0.5492957746478874
SP_DID_234_seg_337.15_351.85.wav,eu não não a não acho assim que eles aplaudem não sei eu tenho impressão que que o o público vai a teatro e não não não não tem êh êh que eu eu notei que aplaudiam muito quando eu te falei da peça do hair e do roda viva,eu não não acho assim que eles aplaudem não sei eu tenho a impressão que que o público vá ao teatro eu não não não eu notei que aplaudiam muito quando eu te falei da peça do herre do roda-viva,eu não achou assim que ele não se vinha isso e o meu povo lá na casa,eu não não acho assim não que ele é de um dia de um rindo,0.34,0.1735,0.88,0.7352,0.86,0.7717,e o mano a nua acho assim que essa tal vinha se rindo ele sonhou um pouco,0.92,0.7579908675799086
SP_DID_234_seg_720.59_724.15.wav,não o eu tenho notado diferença,não eu tenho notado diferença,não eu tenho uma outra diferença,não eu tenho notado diferença,0.1667,0.0645,0.5,0.3226,0.1667,0.0645,não eu tenho notado a diferença,0.3333333333333333,0.12903225806451613
SP_DID_234_seg_485.05_485.97.wav,como é elaborada?,como é elaborada,como é elaborada,como é elaborada,0.3333,0.0588,0.3333,0.0588,0.3333,0.0588,como é elaborada,0.0,0.0
SP_DID_234_seg_923.92_928.78.wav,é roupa é uma correria danada é sei lá eu achei aquilo me chocou tanto viu?,e a roupa é uma correria danada sei lá eu achei aquilo me chocou tanto viu,quer volta é uma correria danada é uma cheia de lixo ocultando de,tem roupa é uma correria danada se tem ah sim a ci a silvi se eu do,0.25,0.08,0.6875,0.4533,0.75,0.4533, leva outra aí uma poveria danada precisa ir para o lado dele,0.875,0.6216216216216216
SP_DID_234_seg_164.46_165.46.wav,ach não não foi essa,mas não foi essa,não não foi essa,então não foi essa,0.4,0.35,0.2,0.2,0.4,0.25,aqui eu não fui e é só,1.2,0.55
SP_DID_234_seg_888.94_896.49.wav,mas nessa vez que o balé russo veio para cá que nós fomos fazer fundo com eles para eles eu achei aquilo me chocou,mas nessa vez que o balé russ veio para cá que nós fomos fazer fundo com eles para eles eu achei aquilo me chocou,mas nessa vez que o e o iguçu veio para cá que nós somos umas rindo um do ano e aí,mas nessa vez que os línguos o verde a carracinha arrumou as vezes rios os senhores,0.0417,0.0088,0.625,0.4649,0.8333,0.5965,mas nessa vez que o careiro joguei ir atacar que nós somos fazer isso e cuido das vezes,0.6666666666666666,0.5175438596491229
SP_DID_234_seg_1268.89_1270.11.wav,porque eu saio cansada mesmo,porque eu saio cansada mesmo,porque eu saio só da minha,porque eu saio cansado mesmo,0.0,0.0,0.6,0.3214,0.2,0.0357,porque eu saio cansada mesmo,0.0,0.0
SP_DID_234_seg_325.04_327.16.wav,como qual a manifestação você pergunta,como qual é a manifestação você pergunta,como qual a manifestação se pergunta,como qual a manifestação se pergunta,0.1667,0.0526,0.1667,0.1053,0.1667,0.1053,como qual a manifestação divina,0.3333333333333333,0.2894736842105263
SP_DID_234_seg_749.16_751.35.wav,eu sei que não há preparação toda,eu sei que não há preparação toda,eu sei que não há preparação toda,eu sei que numa preparação toda,0.0,0.0,0.0,0.0,0.2857,0.1515,eu sei que não atreta a são ponda,0.5714285714285714,0.30303030303030304
SP_DID_234_seg_929.39_931.11.wav,porque a gente vê tão bonito né?,porque a gente vê tão bonito né,por que a gente vê tão bonita,porque a gente vê tão bonito né,0.1429,0.0313,0.5714,0.1875,0.1429,0.0313,porque a gente vê tão bonito né,0.0,0.0
SP_DID_234_seg_1813.64_1823.52.wav,eu acho que agora o o pessoal sei lá eles vão de qualquer jeito ao cinema do jeito que estão eles emendam,eu acho que agora o o pessoal sei lá eles vão de qualquer jeito ao cinema do jeito que são eles emendam,eu acho que agora o pessoal se eu era eu ia se um bem com o peixe doce na bandi porque estão,eu acho que agora o pessoal se a senhora se são de um garrafa se estão esses crianças,0.0455,0.019,0.7727,0.5048,0.6818,0.4762,eu acho que agora o pessoal se eles iam ver bom o que é bom se vão se virem,0.6818181818181818,0.47619047619047616
SP_DID_234_seg_1192.22_1193.26.wav,para assistir filme,para assistir que eu,para assistir filme,para assistir filme,0.6667,0.2632,0.0,0.0,0.0,0.0, tarassi se silviu rindo,1.3333333333333333,0.7368421052631579
SP_DID_234_seg_1013.13_1015.64.wav,eu acho cansativo filme de guerra não vai viu?,acho cansativo filme de guerra não vai,eu acho que se não tem que olhar não vai vir,eu acho que eu não digo que era,0.2222,0.1739,0.7778,0.4565,0.7778,0.6739,e o aço com o suti do filme dê dela não vai viu,1.0,0.37777777777777777
SP_DID_234_seg_87.41_91.12.wav,assisti antes dessa caiu o ministério essa úl a última eu não lembro o nome,assistiantes dessa caiu o ministério essa a última que eu não lembro o nome,assistiantes de sacar o ministério é só o de mais um menino,assisti antes de sacar eu o ministério se eu não te lembro ou não,0.2667,0.1067,0.8667,0.4267,0.6667,0.36,mas vocês que quis desacar é o ministério essa o hall o de vira-lá-lo,0.9333333333333333,0.6
SP_DID_234_seg_897.57_902.40.wav,sei lá achei por detrás dos bastidores uma coisa medonha uma bagunça tremenda,sei lá achei por trás dos bastidores uma coisa medonha uma bagunça tremenda,se eu achei por detrás dos ruir a coisa bem por realmente não é mesmo né,sim lá cheio muito atrás dos aí,0.0769,0.026,0.8462,0.4935,0.8462,0.7143,se lá cinco de graias eles batem dourais e se não conseguiram e agora essa pervida,1.1538461538461537,0.6753246753246753
SP_DID_234_seg_1271.57_1278.52.wav,outro filme que que eu fiquei também chocada e gostei muito foi o destino de posseidon,outro filme que que eu fiquei também chocada e gostei muito foi o destino de posseidon,ou outro filme que eu fiquei também,outro filme que que que que foi um destino,0.0,0.0,0.6875,0.6628,0.625,0.5581,o outro filme que eu fiquei também sobranando eu sem nada somente de ciência sem nada,0.6875,0.5232558139534884
SP_DID_234_seg_289.16_290.07.wav,foi a última que eu assisti,foi a última que eu assisti,foi a última que eu assisti,foi a última que eu assisti,0.0,0.0,0.0,0.0,0.0,0.0,foi a ultima que eu assisti que,0.3333333333333333,0.18518518518518517
SP_DID_234_seg_1185.91_1186.87.wav,eu acho não sei,eu acho não sei,eu acho possível,eu acho não sei,0.0,0.0,0.5,0.4,0.0,0.0,eu falo assim não sei,0.5,0.6
SP_DID_234_seg_1905.92_1914.45.wav,apesar dos de de de também os filmes passarem tanto na televisão eu acho que isso perde mais o o pessoal prefere ficar em casa,apesar dos de de também os filmes passarem tanto na televisão acho que isso perde mais o o pessoal prefere ficar em casa,apesar dos dê dê também os filmes,apesar dos dê dê dê também os filmes da sara danos da televisão o que eu já disse para ele as outras são de cinze da,0.08,0.0476,0.8,0.754,0.8,0.4286,apesar dos dê-vê também os filmes assai,0.8,0.7222222222222222
SP_DID_234_seg_1655.61_1655.95.wav,aham,entendi,arrão,aham,1.0,1.75,1.0,1.0,0.0,0.0,tambu,1.0,1.0
SP_DID_234_seg_402.43_402.67.wav,ah!,ah,ah,ah,1.0,0.3333,1.0,0.3333,1.0,0.3333,sá pausa pausa pausa pausa pausa pausa pausa pausa pausa pausa pausa,12.0,33.5
SP_DID_234_seg_1223.27_1224.60.wav,eles adoraram o filme,eles adoraram o filme,eles adoraram o filme,eles adoraram o filme,0.0,0.0,0.0,0.0,0.0,0.0,e eles se adoravam o filme e,1.0,0.38095238095238093
SP_DID_234_seg_798.97_800.89.wav,tenho impressão que ali levou tanto tempo de ensaio,tem a impressão que ali levou tanto tempo de ensaio,tenho a impressão que ali levou tanto tento pensar eu,tenho a impressão que ele leva o tanto tempo tem ensaio,0.2222,0.0588,0.4444,0.2157,0.5556,0.1765,tenho a impressão que ele mesmo não pensa,0.7777777777777778,0.4117647058823529
SP_DID_234_seg_180.12_181.25.wav,logo que começou eu fui,logo que começou eu fui,nós o que começou eu fui,logo que começou eu fui,0.0,0.0,0.4,0.1739,0.0,0.0, Logo que conversou eu fui,0.2,0.17391304347826086
SP_DID_234_seg_1804.09_1808.79.wav,certo eu acho que o o o antigamente os cinemas o ambiente era era outro,certo eu acho que o o antigamente os cinemas o ambiente era era outro,certo eu acho que o antidamente eu sonho e o almente era,certo eu acho que um o lante da mente que vocês vão de,0.0667,0.0282,0.5333,0.3662,0.6667,0.5352,certo eu assoviu aqui na mente ou se mesmo a sua gente quer um rindo,0.8666666666666667,0.5352112676056338
SP_DID_234_seg_779.68_780.37.wav,como o hair,como rezo,ponga,como eu,0.6667,0.5455,1.0,0.8182,0.6667,0.5455,quando lá eu rio,1.3333333333333333,1.0909090909090908
SP_DID_234_seg_211.77_213.96.wav,sei lá eu acho que o teatro está está tão,sei lá eu acho que o teatro está está tão,se em lá eu acho que o diá está está,sei lá eu acho que o teatro está tão,0.0,0.0,0.4,0.3171,0.1,0.122,se lá eu acho que eu vim é para o está se estava,0.8,0.5121951219512195
SP_DID_234_seg_1286.21_1288.03.wav,saí de lá mais cansada,sai de lá mais cansada,e sair vê lá mais cansada,saí dela mais cansada,0.2,0.0455,0.6,0.2727,0.4,0.0909,isso aí vê ela mais cansada,0.8,0.36363636363636365
SP_DID_234_seg_1086.45_1087.34.wav,eu gostei bastante,eu gostei bastante,eu gostei bastante,eu gostei bastante,0.0,0.0,0.0,0.0,0.0,0.0,eu gostei bastante,0.0,0.0
SP_DID_234_seg_374.35_375.95.wav,era sábado à noite,era sábado à noite,era sabado à noite,era sabado à noite,0.0,0.0,0.25,0.0556,0.25,0.0556,que era sábado à noite,0.25,0.2222222222222222
SP_DID_234_seg_1139.56_1141.97.wav,as artistas parecem umas bonecas né,as artistas parecem umas bonecas né,as artistas pareciam umas donetas né,as artistas parecem umas gomecas né,0.0,0.0,0.3333,0.1143,0.1667,0.0571,as artistas pareciam as donetas né?,0.5,0.17142857142857143
SP_DID_234_seg_96.80_97.57.wav,gostei muito,gostei muito,gostei muito,gostei muito,0.0,0.0,0.0,0.0,0.0,0.0,gostei muito,0.0,0.0
SP_DID_234_seg_1301.59_1302.30.wav,prende a atenção,prende a atenção,prender a atenção,prender a atenção,0.0,0.0,0.3333,0.0625,0.3333,0.0625,tenho a atenção,0.3333333333333333,0.25
SP_DID_234_seg_1992.93_2005.17.wav,o que eu noto é que os cinemas parece que não estão também eh como antigamente que eram cinemas bem limpos poltronas em ordem hoje em dia você vai ao cinema não não tem mais acomodações assim,o que eu noto é que os cinemas parece que não estão também ah como antigamente que eram cinemas bem limpos poltronas em ordem e hoje em dia você vê o cinema não não não tem mais acomodações assim,o que o modo é que o seu irmão parece que não estão também incomodamente,o que eu noto é que o senhor rio é que os senhores não sejam de um outro dia não se dizem lá na da distrindo,0.1351,0.0524,0.7838,0.6911,0.7838,0.6545,o que eu noto é que os cinemas parece que nós estávamos nem novinha de se as,0.7297297297297297,0.6387434554973822
SP_DID_234_seg_1886.86_1887.93.wav,hoje já não é mais,hoje já não é mais,hoje já não é mais,hoje já não é mais,0.0,0.0,0.0,0.0,0.0,0.0,pode já não é mais,0.2,0.1111111111111111
